Customer_ID,Age,Age_Group,Gender,Marital_Status,Education_Level,Employment_Status,Annual_Income,Credit_Score,Annual_Income_Group,Credit_Score_Group,Number_of_Credit_Lines,Credit_Utilization_Ratio,Debt_To_Income_Ratio,Number_of_Late_Payments,Tenure_in_Years,Total_Transactions,Total_Transactions_Group,Defaulted,CLV,CLV_Group,Total_Transactions2,Avg_Transaction_Amount
CUST_05474,34,30 - 39,Female,Single,Bachelor,Employed,49499,719,Middle Income,Good,7,0.41,0.67,0,28,70,Low Activity,0,36808,Low Value,23,406.854
CUST_05475,51,50 - 59,Male,Married,High School,Self-employed,77293,691,Upper Middle Income,Good,1,0.52,0.96,2,3,148,High Activity,1,141974,Very High Value,16,489.32
CUST_05476,24,20 - 29,Male,Single,High School,Employed,69541,675,Upper Middle Income,Good,7,0.98,0.03,1,0,16,Very Low Activity,1,36594,Low Value,22,351.204
CUST_05477,59,50 - 59,Female,Single,Master,Employed,84002,705,Upper Middle Income,Good,2,0.89,0.34,1,10,10,Very Low Activity,0,16282,Low Value,24,432.236
CUST_05478,28,20 - 29,Male,Married,Bachelor,Employed,52392,666,Middle Income,Fair,9,0.51,0.07,2,2,194,Very High Activity,0,35115,Low Value,19,455.681
CUST_05479,45,40 - 49,Female,Married,PhD,Employed,35051,664,Middle Income,Fair,3,0.55,0.27,1,8,80,Moderate Activity,0,34397,Low Value,13,678.701
CUST_05480,33,30 - 39,Male,Married,High School,Employed,74476,632,Upper Middle Income,Fair,9,0.61,0.55,0,10,151,High Activity,0,51777,Moderate Value,29,376.053
CUST_05481,52,50 - 59,Female,Married,Bachelor,Employed,76400,662,Upper Middle Income,Fair,5,0.79,0.44,0,27,38,Very Low Activity,0,29768,Low Value,23,491.897
CUST_05482,58,50 - 59,Male,Married,Bachelor,Employed,25240,596,Low Income,Fair,4,0.87,0.36,1,2,52,Low Activity,1,17328,Low Value,17,403.459
CUST_05483,58,50 - 59,Male,Divorced,Bachelor,Employed,68489,604,Upper Middle Income,Fair,5,0.15,0.21,0,15,25,Very Low Activity,0,18048,Low Value,19,593.114
CUST_05484,48,40 - 49,Male,Divorced,PhD,Employed,64671,609,Upper Middle Income,Fair,2,0.63,0.62,1,5,129,High Activity,1,45152,Moderate Value,19,561.681
CUST_05485,50,50 - 59,Female,Single,Bachelor,Employed,51844,731,Middle Income,Good,8,0.23,0.58,0,20,138,High Activity,0,58495,Moderate Value,20,619.224
CUST_05486,23,20 - 29,Female,Married,Bachelor,Self-employed,83343,649,Upper Middle Income,Fair,8,0.62,0.66,2,8,38,Very Low Activity,0,79789,High Value,16,630.088
CUST_05487,48,40 - 49,Male,Single,Bachelor,Self-employed,53652,667,Middle Income,Fair,8,0.17,0.79,1,17,43,Low Activity,1,31735,Low Value,25,537.696
CUST_05488,23,20 - 29,Male,Single,Master,Employed,85538,619,Upper Middle Income,Fair,8,0.81,0.73,0,19,106,Moderate Activity,0,57976,Moderate Value,19,563.515
CUST_05489,65,60 -69,Female,Married,Bachelor,Employed,74076,641,Upper Middle Income,Fair,7,0.66,0.96,1,18,28,Very Low Activity,1,34063,Low Value,13,377.365
CUST_05490,54,50 - 59,Male,Divorced,Bachelor,Self-employed,70754,625,Upper Middle Income,Fair,2,0.87,0.17,1,25,31,Very Low Activity,1,54275,Moderate Value,24,570.746
CUST_05491,36,30 - 39,Female,Divorced,Master,Self-employed,67302,587,Upper Middle Income,Fair,8,0.94,0.95,0,28,97,Moderate Activity,1,13567,Low Value,23,653.73
CUST_05492,42,40 - 49,Male,Single,High School,Unemployed,70991,610,Upper Middle Income,Fair,6,0.93,0.17,0,13,18,Very Low Activity,0,95092,High Value,26,698.138
CUST_05493,52,50 - 59,Female,Married,PhD,Employed,51082,569,Middle Income,Poor,5,0.15,0.84,0,23,129,High Activity,0,62195,Moderate Value,28,356.66
CUST_05494,58,50 - 59,Female,Married,Master,Employed,42055,660,Middle Income,Fair,2,0.38,0.79,0,2,168,Very High Activity,1,48055,Moderate Value,18,346.603
CUST_05495,28,20 - 29,Female,Single,Bachelor,Unemployed,85504,698,Upper Middle Income,Good,3,0.48,0.67,1,12,69,Low Activity,0,101217,Very High Value,16,512.451
CUST_05496,28,20 - 29,Female,Married,Master,Employed,51487,632,Middle Income,Fair,4,0.79,0.71,2,27,60,Low Activity,1,49803,Moderate Value,16,542.264
CUST_05497,26,20 - 29,Male,Married,Master,Employed,56818,674,Middle Income,Good,4,0.01,0.69,1,6,56,Low Activity,0,85730,High Value,17,450.259
CUST_05498,34,30 - 39,Male,Single,Master,Employed,39883,636,Middle Income,Fair,5,0.93,0.53,1,11,138,High Activity,0,53995,Moderate Value,27,658.058
CUST_05499,52,50 - 59,Female,Married,High School,Employed,69274,693,Upper Middle Income,Good,2,0.41,0.03,0,0,104,Moderate Activity,0,65346,Moderate Value,25,417.285
CUST_05500,55,50 - 59,Female,Single,Master,Employed,44076,642,Middle Income,Fair,9,0.63,0.58,2,8,169,Very High Activity,1,12306,Low Value,22,503.995
CUST_05501,30,30 - 39,Female,Single,High School,Employed,66221,723,Upper Middle Income,Good,9,0.98,0.39,0,0,112,Moderate Activity,1,23670,Low Value,10,537.131
CUST_05502,23,20 - 29,Female,Single,High School,Unemployed,55146,630,Middle Income,Fair,9,0.88,0.27,1,10,132,High Activity,0,30496,Low Value,10,469.302
CUST_05503,32,30 - 39,Female,Married,Master,Employed,63473,732,Upper Middle Income,Good,5,0.36,0.49,1,3,110,Moderate Activity,0,82009,High Value,26,593.744
CUST_05504,69,60 -69,Male,Married,Master,Employed,85348,581,Upper Middle Income,Fair,4,0.48,0.85,1,29,59,Low Activity,0,29882,Low Value,19,428.998
CUST_05505,51,50 - 59,Male,Married,Bachelor,Employed,43003,656,Middle Income,Fair,9,0.77,0.58,2,18,164,Very High Activity,1,41714,Moderate Value,17,348.116
CUST_05506,49,40 - 49,Male,Married,Bachelor,Employed,52254,621,Middle Income,Fair,8,0.74,0.96,1,23,110,Moderate Activity,1,35453,Low Value,14,488.677
CUST_05507,25,20 - 29,Male,Single,Master,Self-employed,48453,673,Middle Income,Good,7,0.7,0.42,2,5,187,Very High Activity,0,36205,Low Value,20,644.923
CUST_05508,45,40 - 49,Female,Married,PhD,Employed,67416,588,Upper Middle Income,Fair,5,0.01,0.17,0,26,54,Low Activity,0,46653,Moderate Value,22,567.762
CUST_05509,61,60 -69,Male,Married,Bachelor,Employed,66205,600,Upper Middle Income,Fair,8,0.2,0.31,2,22,61,Low Activity,0,76253,High Value,18,617.488
CUST_05510,51,50 - 59,Male,Single,High School,Employed,56756,615,Middle Income,Fair,5,0.22,0.14,2,1,70,Low Activity,0,42143,Moderate Value,22,512.115
CUST_05511,41,40 - 49,Male,Single,Master,Employed,77610,610,Upper Middle Income,Fair,2,0.25,0.68,1,21,175,Very High Activity,0,17677,Low Value,15,442.984
CUST_05512,40,40 - 49,Male,Single,Bachelor,Employed,60416,635,Upper Middle Income,Fair,6,0.1,0.16,2,2,34,Very Low Activity,0,32796,Low Value,20,383.475
CUST_05513,59,50 - 59,Male,Divorced,High School,Employed,50844,563,Middle Income,Poor,2,0.81,0.52,0,6,81,Moderate Activity,1,11695,Low Value,22,511.67
CUST_05514,42,40 - 49,Female,Married,Bachelor,Employed,79791,671,Upper Middle Income,Good,9,0.34,0.92,1,12,110,Moderate Activity,0,57048,Moderate Value,25,560.747
CUST_05515,24,20 - 29,Male,Married,Bachelor,Self-employed,56422,683,Middle Income,Good,7,0.78,0.43,0,27,85,Moderate Activity,0,44127,Moderate Value,13,364.237
CUST_05516,33,30 - 39,Female,Single,Bachelor,Employed,57478,547,Middle Income,Poor,3,0.93,0.4,0,7,108,Moderate Activity,1,51670,Moderate Value,19,675.477
CUST_05517,65,60 -69,Female,Married,Master,Employed,58720,696,Middle Income,Good,8,0.31,0.2,1,23,88,Moderate Activity,0,53991,Moderate Value,21,388.612
CUST_05518,62,60 -69,Female,Divorced,High School,Employed,63363,598,Upper Middle Income,Fair,1,0.45,0.75,1,26,91,Moderate Activity,0,55388,Moderate Value,19,594.118
CUST_05519,69,60 -69,Male,Single,High School,Employed,77804,624,Upper Middle Income,Fair,9,0.09,0.3,1,26,24,Very Low Activity,0,20339,Low Value,26,602.554
CUST_05520,40,40 - 49,Male,Married,Bachelor,Employed,73383,648,Upper Middle Income,Fair,7,0.29,0.99,0,16,11,Very Low Activity,0,53332,Moderate Value,13,648.849
CUST_05521,33,30 - 39,Male,Divorced,High School,Self-employed,69314,630,Upper Middle Income,Fair,2,0.55,0.17,0,8,17,Very Low Activity,1,31036,Low Value,21,617.684
CUST_05522,37,30 - 39,Male,Married,Bachelor,Employed,45469,598,Middle Income,Fair,8,0.18,0,2,20,90,Moderate Activity,0,37904,Low Value,14,365.952
CUST_05523,56,50 - 59,Female,Single,Bachelor,Employed,59647,616,Middle Income,Fair,6,0.54,0.54,1,26,59,Low Activity,1,105454,Very High Value,20,319.233
CUST_05524,53,50 - 59,Female,Single,Master,Employed,57888,643,Middle Income,Fair,6,0.31,0.07,0,5,29,Very Low Activity,0,30871,Low Value,20,394.628
CUST_05525,21,20 - 29,Female,Single,Master,Employed,68405,632,Upper Middle Income,Fair,4,0.99,0.37,0,1,115,Moderate Activity,1,66413,Moderate Value,17,465.896
CUST_05526,35,30 - 39,Male,Married,Bachelor,Employed,57094,621,Middle Income,Fair,5,0.38,0.45,1,8,92,Moderate Activity,0,37602,Low Value,24,350.695
CUST_05527,33,30 - 39,Female,Married,High School,Employed,81566,627,Upper Middle Income,Fair,9,0.04,0.25,0,16,186,Very High Activity,0,104068,Very High Value,19,463.149
CUST_05528,37,30 - 39,Male,Divorced,Bachelor,Employed,69674,675,Upper Middle Income,Good,7,0.47,0.98,1,11,21,Very Low Activity,1,28377,Low Value,21,519.285
CUST_05529,44,40 - 49,Female,Single,Bachelor,Self-employed,68857,648,Upper Middle Income,Fair,1,0.33,0.34,1,5,142,High Activity,1,27070,Low Value,19,518.633
CUST_05530,28,20 - 29,Female,Married,High School,Employed,45337,572,Middle Income,Poor,2,0.37,0.14,1,10,152,High Activity,1,54779,Moderate Value,28,531.964
CUST_05531,47,40 - 49,Male,Single,Master,Employed,49235,653,Middle Income,Fair,1,0.37,0.04,0,0,172,Very High Activity,0,86488,High Value,24,594.722
CUST_05532,65,60 -69,Male,Single,Bachelor,Employed,52123,699,Middle Income,Good,9,0.88,0.31,4,2,80,Moderate Activity,1,38211,Low Value,16,562.997
CUST_05533,43,40 - 49,Female,Single,PhD,Self-employed,60126,660,Upper Middle Income,Fair,1,0.5,0.82,0,9,100,Moderate Activity,1,40736,Moderate Value,18,555.989
CUST_05534,66,60 -69,Male,Single,Bachelor,Employed,77867,721,Upper Middle Income,Good,3,0.25,0.25,0,20,152,High Activity,0,94373,High Value,17,387.863
CUST_05535,28,20 - 29,Male,Married,Master,Employed,48586,567,Middle Income,Poor,6,0.79,0.6,0,19,191,Very High Activity,0,23279,Low Value,20,460.854
CUST_05536,28,20 - 29,Male,Single,Bachelor,Employed,35684,628,Middle Income,Fair,6,0.44,0.99,0,9,170,Very High Activity,0,9449,Very Low Value,16,621.098
CUST_05537,46,40 - 49,Male,Married,Bachelor,Employed,81502,745,Upper Middle Income,Very Good,9,0.15,0.34,1,18,103,Moderate Activity,1,85260,High Value,20,672.124
CUST_05538,67,60 -69,Female,Divorced,Bachelor,Self-employed,53085,674,Middle Income,Good,9,1,0.62,2,10,199,Very High Activity,0,29332,Low Value,23,451.553
CUST_05539,33,30 - 39,Female,Divorced,Master,Self-employed,59048,580,Middle Income,Fair,4,0.03,0.6,2,26,161,Very High Activity,0,20482,Low Value,23,374.478
CUST_05540,59,50 - 59,Female,Single,Bachelor,Unemployed,75114,674,Upper Middle Income,Good,1,0.71,0.59,1,16,17,Very Low Activity,1,20978,Low Value,25,343.611
CUST_05541,57,50 - 59,Male,Divorced,Master,Employed,77567,638,Upper Middle Income,Fair,9,0.85,0.95,0,28,35,Very Low Activity,0,51004,Moderate Value,21,583.269
CUST_05542,69,60 -69,Female,Single,High School,Employed,46308,690,Middle Income,Good,2,0.35,0.79,1,19,86,Moderate Activity,0,61238,Moderate Value,23,457.355
CUST_05543,48,40 - 49,Female,Married,High School,Employed,64025,637,Upper Middle Income,Fair,4,0.16,0.01,0,7,127,High Activity,0,27189,Low Value,22,585.377
CUST_05544,45,40 - 49,Male,Married,High School,Employed,80898,696,Upper Middle Income,Good,7,0.44,0.03,1,14,187,Very High Activity,0,84426,High Value,25,441.441
CUST_05545,36,30 - 39,Male,Married,Master,Self-employed,60637,641,Upper Middle Income,Fair,2,0.48,0.04,2,12,108,Moderate Activity,0,33831,Low Value,23,532.855
CUST_05546,22,20 - 29,Female,Married,High School,Unemployed,76606,664,Upper Middle Income,Fair,9,1,0.36,0,7,77,Low Activity,0,90869,High Value,27,474.985
CUST_05547,38,30 - 39,Male,Married,Master,Employed,62482,718,Upper Middle Income,Good,5,0.02,0.44,1,22,173,Very High Activity,0,68915,Moderate Value,24,516.695
CUST_05548,37,30 - 39,Male,Single,Bachelor,Employed,76523,659,Upper Middle Income,Fair,9,0.66,0.81,0,18,16,Very Low Activity,0,79560,High Value,19,412.729
CUST_05549,50,50 - 59,Male,Married,High School,Employed,79970,591,Upper Middle Income,Fair,9,0.8,0.64,0,0,142,High Activity,1,72171,High Value,19,372.199
CUST_05550,59,50 - 59,Male,Single,Bachelor,Self-employed,86020,600,Upper Middle Income,Fair,8,0.62,1,1,20,21,Very Low Activity,0,67723,Moderate Value,22,521.975
CUST_05551,33,30 - 39,Male,Married,Bachelor,Employed,67111,712,Upper Middle Income,Good,3,0.63,0.79,1,23,98,Moderate Activity,1,15705,Low Value,16,317.468
CUST_05552,52,50 - 59,Male,Single,Bachelor,Unemployed,54122,540,Middle Income,Poor,9,0.88,0.87,1,8,108,Moderate Activity,1,38217,Low Value,18,391.337
CUST_05553,49,40 - 49,Female,Single,Bachelor,Employed,64125,612,Upper Middle Income,Fair,3,0.57,0.18,3,6,190,Very High Activity,0,107159,Very High Value,20,374.809
CUST_05554,66,60 -69,Male,Married,High School,Self-employed,64988,794,Upper Middle Income,Very Good,9,0.88,0.64,3,23,120,High Activity,0,44156,Moderate Value,24,507.847
CUST_05555,50,50 - 59,Female,Married,Master,Employed,60168,632,Upper Middle Income,Fair,2,0.21,0.15,1,0,182,Very High Activity,0,24285,Low Value,20,583.742
CUST_05556,38,30 - 39,Male,Married,Bachelor,Unemployed,71042,666,Upper Middle Income,Fair,7,0.52,0.67,1,17,118,Moderate Activity,0,28825,Low Value,20,683.035
CUST_05557,33,30 - 39,Female,Married,Bachelor,Employed,68501,611,Upper Middle Income,Fair,2,0.03,0.81,1,16,170,Very High Activity,0,83827,High Value,21,535.54
CUST_05558,63,60 -69,Female,Married,Master,Employed,64252,672,Upper Middle Income,Good,5,0.8,0.3,2,3,18,Very Low Activity,1,72653,High Value,22,437.035
CUST_05559,41,40 - 49,Female,Married,High School,Employed,93014,688,High Income,Good,2,0.78,0.17,0,2,121,High Activity,0,91724,High Value,23,568.156
CUST_05560,50,50 - 59,Female,Divorced,Bachelor,Employed,47803,632,Middle Income,Fair,8,0.54,0.24,0,2,180,Very High Activity,1,14905,Low Value,27,401.06
CUST_05561,41,40 - 49,Female,Single,Bachelor,Employed,65506,654,Upper Middle Income,Fair,2,0.4,0.81,1,20,173,Very High Activity,1,25916,Low Value,27,608.076
CUST_05562,68,60 -69,Female,Married,Bachelor,Employed,60145,593,Upper Middle Income,Fair,9,0.37,0.55,2,0,174,Very High Activity,0,20489,Low Value,25,438.523
CUST_05563,37,30 - 39,Male,Divorced,High School,Unemployed,32318,623,Middle Income,Fair,2,0.2,0.54,1,26,176,Very High Activity,0,4101,Very Low Value,21,560.62
CUST_05564,60,60 -69,Male,Divorced,High School,Self-employed,50563,650,Middle Income,Fair,4,0.43,0.58,0,28,161,Very High Activity,0,59713,Moderate Value,19,612.166
CUST_05565,39,30 - 39,Female,Married,Bachelor,Self-employed,38792,747,Middle Income,Very Good,7,0.3,0.49,1,6,32,Very Low Activity,0,15485,Low Value,17,438.471
CUST_05566,35,30 - 39,Male,Single,High School,Self-employed,72535,578,Upper Middle Income,Poor,9,0.58,0.86,4,2,17,Very Low Activity,1,33568,Low Value,25,477.522
CUST_05567,29,20 - 29,Female,Married,High School,Employed,41142,676,Middle Income,Good,3,0.79,0.51,2,16,57,Low Activity,0,29646,Low Value,21,385.408
CUST_05568,30,30 - 39,Female,Married,High School,Employed,39371,698,Middle Income,Good,2,0.69,0.6,1,1,33,Very Low Activity,0,8282,Very Low Value,15,309.66
CUST_05569,64,60 -69,Male,Married,Bachelor,Employed,56923,634,Middle Income,Fair,6,0.51,0.98,1,18,143,High Activity,0,60531,Moderate Value,15,336.974
CUST_05570,51,50 - 59,Female,Married,High School,Unemployed,54790,683,Middle Income,Good,1,0.95,0.46,1,25,16,Very Low Activity,0,10754,Low Value,27,507.839
CUST_05571,43,40 - 49,Male,Single,Bachelor,Employed,54033,703,Middle Income,Good,5,0.2,0.19,0,15,29,Very Low Activity,0,35155,Low Value,16,613.058
CUST_05572,50,50 - 59,Male,Single,Master,Employed,43671,748,Middle Income,Very Good,8,0.64,0.56,1,11,192,Very High Activity,0,9075,Very Low Value,20,505.41
CUST_05573,53,50 - 59,Female,Married,Master,Employed,73435,740,Upper Middle Income,Very Good,3,0.09,0.7,1,27,189,Very High Activity,0,65005,Moderate Value,15,350.179
CUST_05574,29,20 - 29,Male,Single,Master,Employed,57387,543,Middle Income,Poor,5,0.67,0.13,0,3,69,Low Activity,0,25838,Low Value,11,429.224
CUST_05575,67,60 -69,Female,Single,Bachelor,Unemployed,74587,624,Upper Middle Income,Fair,9,0.73,0.16,0,15,42,Low Activity,1,108523,Very High Value,18,372.678
CUST_05576,21,20 - 29,Female,Married,Bachelor,Employed,45234,671,Middle Income,Good,1,0.78,0.02,2,12,133,High Activity,0,10439,Low Value,22,356.109
CUST_05577,64,60 -69,Male,Married,High School,Self-employed,50410,656,Middle Income,Fair,9,0.66,0.74,0,19,139,High Activity,1,60494,Moderate Value,18,383.891
CUST_05578,55,50 - 59,Female,Single,High School,Employed,46895,689,Middle Income,Good,1,0.12,0.2,3,8,34,Very Low Activity,1,31033,Low Value,24,521.176
CUST_05579,31,30 - 39,Female,Single,Bachelor,Unemployed,59619,664,Middle Income,Fair,4,0.04,0.9,0,20,147,High Activity,0,42508,Moderate Value,26,519.271
CUST_05580,54,50 - 59,Male,Divorced,High School,Unemployed,49851,664,Middle Income,Fair,1,0.71,0.52,2,0,45,Low Activity,0,16954,Low Value,19,340.751
CUST_05581,36,30 - 39,Male,Single,PhD,Employed,76170,656,Upper Middle Income,Fair,8,0.8,0.96,2,0,87,Moderate Activity,1,42227,Moderate Value,24,393.876
CUST_05582,29,20 - 29,Female,Single,PhD,Employed,26190,669,Low Income,Fair,7,0.03,0.38,1,0,171,Very High Activity,0,6073,Very Low Value,22,429.79
CUST_05583,52,50 - 59,Female,Single,High School,Self-employed,85334,679,Upper Middle Income,Good,3,0.15,0.96,2,23,167,Very High Activity,0,63491,Moderate Value,17,451.145
CUST_05584,35,30 - 39,Male,Married,Bachelor,Employed,55474,676,Middle Income,Good,5,0.79,0.98,2,4,120,High Activity,0,37261,Low Value,17,625.641
CUST_05585,32,30 - 39,Male,Married,Bachelor,Employed,48383,525,Middle Income,Poor,2,0.97,0.13,0,1,21,Very Low Activity,1,21188,Low Value,23,422.551
CUST_05586,53,50 - 59,Female,Single,Bachelor,Employed,87633,591,Upper Middle Income,Fair,5,0.52,0.12,0,16,114,Moderate Activity,1,30914,Low Value,23,388.934
CUST_05587,65,60 -69,Female,Single,Bachelor,Employed,58492,654,Middle Income,Fair,5,0.15,0.42,0,29,147,High Activity,1,53756,Moderate Value,23,724.997
CUST_05588,34,30 - 39,Male,Married,High School,Employed,55540,678,Middle Income,Good,9,0.32,0.41,1,24,117,Moderate Activity,0,17325,Low Value,22,347.326
CUST_05589,28,20 - 29,Female,Married,Bachelor,Self-employed,50740,674,Middle Income,Good,5,0.78,0.65,2,24,195,Very High Activity,0,60150,Moderate Value,30,530.285
CUST_05590,28,20 - 29,Male,Married,Bachelor,Self-employed,56035,561,Middle Income,Poor,2,0.54,0.11,2,17,83,Moderate Activity,1,87024,High Value,15,353.655
CUST_05591,47,40 - 49,Female,Single,Bachelor,Self-employed,67298,608,Upper Middle Income,Fair,3,0.06,0.76,0,11,179,Very High Activity,0,73426,High Value,19,542.094
CUST_05592,32,30 - 39,Male,Single,Bachelor,Unemployed,67772,664,Upper Middle Income,Fair,6,0.31,0.22,0,27,75,Low Activity,1,101030,Very High Value,17,370.454
CUST_05593,21,20 - 29,Male,Married,PhD,Employed,42142,683,Middle Income,Good,1,0.75,0.15,1,14,54,Low Activity,0,11687,Low Value,17,589.365
CUST_05594,63,60 -69,Male,Married,Master,Employed,42453,664,Middle Income,Fair,6,0.33,0.79,0,2,82,Moderate Activity,0,33943,Low Value,20,536.663
CUST_05595,60,60 -69,Female,Single,Bachelor,Employed,75420,653,Upper Middle Income,Fair,5,0.43,0.08,0,13,128,High Activity,0,42650,Moderate Value,23,422.844
CUST_05596,62,60 -69,Female,Married,High School,Unemployed,52082,668,Middle Income,Fair,2,0.91,0.71,0,28,163,Very High Activity,0,17634,Low Value,14,763.134
CUST_05597,31,30 - 39,Female,Single,Bachelor,Employed,59129,684,Middle Income,Good,2,0.98,0.11,1,20,43,Low Activity,1,63800,Moderate Value,25,399.891
CUST_05598,59,50 - 59,Female,Married,Master,Employed,61823,556,Upper Middle Income,Poor,2,0.76,0.74,2,1,155,High Activity,1,15062,Low Value,16,553.414
CUST_05599,63,60 -69,Male,Married,High School,Employed,82014,622,Upper Middle Income,Fair,3,0.24,0.79,0,1,27,Very Low Activity,0,49489,Moderate Value,19,495.412
CUST_05600,51,50 - 59,Female,Divorced,Bachelor,Unemployed,79846,673,Upper Middle Income,Good,2,0.24,0.58,2,9,34,Very Low Activity,0,48951,Moderate Value,30,459.433
CUST_05601,37,30 - 39,Male,Married,High School,Unemployed,65125,637,Upper Middle Income,Fair,3,0.3,0.35,1,23,76,Low Activity,0,60290,Moderate Value,20,421.023
CUST_05602,53,50 - 59,Female,Married,Bachelor,Self-employed,49876,652,Middle Income,Fair,9,0.16,0.24,2,15,153,High Activity,0,34542,Low Value,14,397.362
CUST_05603,52,50 - 59,Male,Single,High School,Employed,94718,621,High Income,Fair,3,0.18,0.81,0,10,38,Very Low Activity,1,56147,Moderate Value,20,630.551
CUST_05604,49,40 - 49,Male,Single,High School,Employed,70511,625,Upper Middle Income,Fair,7,0.26,0.11,1,27,53,Low Activity,0,64431,Moderate Value,27,428.202
CUST_05605,41,40 - 49,Female,Single,Bachelor,Employed,80505,659,Upper Middle Income,Fair,3,0.66,0.97,2,28,71,Low Activity,0,78730,High Value,16,364.622
CUST_05606,41,40 - 49,Female,Single,Master,Employed,56424,590,Middle Income,Fair,6,0.61,0.78,0,18,188,Very High Activity,0,74445,High Value,21,428.304
CUST_05607,60,60 -69,Female,Single,Bachelor,Employed,42656,660,Middle Income,Fair,9,0.34,0.69,0,29,153,High Activity,1,18697,Low Value,24,491.793
CUST_05608,43,40 - 49,Female,Divorced,Bachelor,Employed,67633,614,Upper Middle Income,Fair,6,0.2,0.99,3,0,96,Moderate Activity,0,44181,Moderate Value,23,412.436
CUST_05609,26,20 - 29,Male,Married,Master,Employed,60251,556,Upper Middle Income,Poor,4,0.62,0.69,1,27,60,Low Activity,0,35014,Low Value,18,414.793
CUST_05610,42,40 - 49,Female,Single,High School,Self-employed,84778,694,Upper Middle Income,Good,5,0.13,0.1,2,26,50,Low Activity,0,84917,High Value,20,508.777
CUST_05611,58,50 - 59,Male,Single,High School,Self-employed,58479,730,Middle Income,Good,8,0.15,0.32,2,11,44,Low Activity,0,24322,Low Value,19,303.564
CUST_05612,57,50 - 59,Female,Single,High School,Employed,53310,660,Middle Income,Fair,8,0.38,0.59,1,0,180,Very High Activity,0,21023,Low Value,20,505.866
CUST_05613,65,60 -69,Female,Single,Master,Unemployed,79251,661,Upper Middle Income,Fair,7,0.57,0.58,1,6,134,High Activity,0,136759,Very High Value,21,569.609
CUST_05614,28,20 - 29,Male,Single,Bachelor,Employed,53723,626,Middle Income,Fair,5,0.73,0.01,0,28,176,Very High Activity,1,7772,Very Low Value,27,511.645
CUST_05615,61,60 -69,Male,Married,High School,Employed,55866,721,Middle Income,Good,9,0.69,0.26,2,16,97,Moderate Activity,1,57087,Moderate Value,17,395.571
CUST_05616,69,60 -69,Male,Divorced,Bachelor,Employed,36833,731,Middle Income,Good,1,0.38,0.74,0,18,151,High Activity,0,8392,Very Low Value,31,408.292
CUST_05617,55,50 - 59,Male,Married,PhD,Unemployed,76913,660,Upper Middle Income,Fair,4,0.65,0.66,1,24,126,High Activity,0,58250,Moderate Value,16,607.842
CUST_05618,31,30 - 39,Male,Married,High School,Employed,57335,714,Middle Income,Good,7,0.21,0.9,3,22,39,Very Low Activity,1,50972,Moderate Value,16,555.351
CUST_05619,44,40 - 49,Male,Married,Bachelor,Unemployed,42334,654,Middle Income,Fair,5,0.49,0.96,1,13,25,Very Low Activity,1,32567,Low Value,21,421.935
CUST_05620,69,60 -69,Male,Single,Bachelor,Employed,77379,648,Upper Middle Income,Fair,4,0.62,0.87,2,13,89,Moderate Activity,1,74806,High Value,17,470.248
CUST_05621,41,40 - 49,Female,Single,Bachelor,Self-employed,56006,656,Middle Income,Fair,5,0.74,0.55,3,25,98,Moderate Activity,1,31870,Low Value,17,189.168
CUST_05622,22,20 - 29,Female,Married,Bachelor,Employed,87271,631,Upper Middle Income,Fair,1,0.08,0.54,1,18,118,Moderate Activity,0,59493,Moderate Value,17,454.571
CUST_05623,60,60 -69,Male,Married,Master,Self-employed,79150,740,Upper Middle Income,Very Good,4,0.1,0.37,1,29,44,Low Activity,0,19779,Low Value,22,271.849
CUST_05624,39,30 - 39,Male,Married,Bachelor,Unemployed,41893,705,Middle Income,Good,1,0.07,0.9,0,25,12,Very Low Activity,0,14489,Low Value,19,724.163
CUST_05625,59,50 - 59,Male,Single,Bachelor,Unemployed,70839,606,Upper Middle Income,Fair,2,0.55,0.83,0,15,110,Moderate Activity,0,22216,Low Value,19,469.77
CUST_05626,48,40 - 49,Female,Divorced,Bachelor,Self-employed,75765,666,Upper Middle Income,Fair,9,0.57,0.78,1,6,11,Very Low Activity,1,15719,Low Value,17,592.221
CUST_05627,37,30 - 39,Female,Single,High School,Employed,34853,657,Middle Income,Fair,5,0.01,0.78,0,23,182,Very High Activity,0,12045,Low Value,20,435.185
CUST_05628,26,20 - 29,Female,Married,Bachelor,Employed,56119,680,Middle Income,Good,9,0.66,0.85,2,10,18,Very Low Activity,1,36220,Low Value,13,739.449
CUST_05629,39,30 - 39,Female,Married,High School,Self-employed,51943,643,Middle Income,Fair,9,0.76,0.92,1,0,128,High Activity,0,30921,Low Value,26,531.808
CUST_05630,58,50 - 59,Female,Single,Bachelor,Employed,76306,611,Upper Middle Income,Fair,5,0.12,0.82,1,20,100,Moderate Activity,0,37620,Low Value,23,494.174
CUST_05631,48,40 - 49,Female,Married,High School,Self-employed,46470,601,Middle Income,Fair,3,0.34,0.82,0,25,186,Very High Activity,0,30586,Low Value,14,589.007
CUST_05632,22,20 - 29,Male,Married,Bachelor,Employed,63972,630,Upper Middle Income,Fair,4,0.85,0.66,0,29,29,Very Low Activity,1,68885,Moderate Value,12,287.488
CUST_05633,58,50 - 59,Female,Divorced,Bachelor,Employed,89022,676,Upper Middle Income,Good,5,0.69,0.46,0,24,54,Low Activity,0,68225,Moderate Value,23,727.479
